ID,VendorID,Vendor,AccountCode,AccountDescription,DocNo,Amount,Date,Source
24405,10008050,PANLOGIC LTD,542000,Management & Support Consultancy,5107763353,2365.20,2013-01-16,222-2012-13-P11-250
24406,10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107762266,552.05,2013-01-16,491-2012-13-P11-250
24407,10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107759986,726.08,2013-01-16,432-2012-13-P11-250
24408,10020514,NORTH ONE TELEVISION LTD,542355,Other Professional Fees,5107769461,48775.00,2013-01-16,66-2012-13-P11-250
24409,10015602,KEMSLEY LLP,510010,Property Management Fees,5107772693,1598.24,2013-01-16,681-2012-13-P11-250
24410,10008050,PANLOGIC LTD,542000,Management & Support Consultancy,5107763353,-394.20,2013-01-16,584-2012-13-P11-250
24411,10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107761996,740.16,2013-01-16,426-2012-13-P11-250
24412,10022468,LONDON PROBATION TRUST,544075,Grants to External Organisations,5107742662,61111.16,2013-01-16,56-2012-13-P11-250
24413,15500144,LONDON BOROUGH OF WALTHAM FOREST,544075,Grants to External Organisations,5107767195,19000.00,2013-01-16,91-2012-13-P11-250
24414,14001120,MICHAEL PAGE INTERNATIONAL RECRUITM,502000,Agency Staff,5107761181,1175.25,2013-01-16,307-2012-13-P11-250
24415,14001120,MICHAEL PAGE INTERNATIONAL RECRUITM,502000,Agency Staff,5107760907,605.22,2013-01-16,475-2012-13-P11-250
24416,10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107759977,744.80,2013-01-16,421-2012-13-P11-250
24417,15500144,LONDON BOROUGH OF WALTHAM FOREST,544075,Grants to External Organisations,5107767195,7125.00,2013-01-16,147-2012-13-P11-250
24418,10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107759983,1225.29,2013-01-16,295-2012-13-P11-250
24419,10020585,JUDITH RILEY,542001,Consultancy  Evaluation Assessment,5107772565,325.00,2013-01-16,561-2012-13-P11-250
24420,14000545,MATCHTECH GROUP PLC,502000,Agency Staff,5107772398,1100.00,2013-01-16,322-2012-13-P11-250
24421,10022452,JASON ALDEN PHOTOGRAPHY,540050,Marketing Services,5107772945,350.00,2013-01-16,553-2012-13-P11-250
24422,14000545,MATCHTECH GROUP PLC,502000,Agency Staff,5107772447,1100.00,2013-01-16,325-2012-13-P11-250
24423,10017016,LONDON SUSTAINABILITY EXCHANGE,544075,Grants to External Organisations,5107772901,9875.00,2013-01-16,130-2012-13-P11-250
24424,10021639,LIME CREATIVE LIMITED,540050,Marketing Services,5107770150,2952.50,2013-01-16,207-2012-13-P11-250
24425,14001120,MICHAEL PAGE INTERNATIONAL RECRUITM,502000,Agency Staff,5107760922,1062.75,2013-01-16,332-2012-13-P11-250
24426,14001120,MICHAEL PAGE INTERNATIONAL RECRUITM,502000,Agency Staff,5107761132,1007.14,2013-01-16,341-2012-13-P11-250
24427,10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107759987,651.60,2013-01-16,459-2012-13-P11-250
24428,10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107759981,391.78,2013-01-16,540-2012-13-P11-250
24429,15050001,PAE WHITE,542500,Miscellaneous Costs,1900016724,1000.00,2013-01-16,355-2012-13-P11-250
24430,10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107759973,799.20,2013-01-16,400-2012-13-P11-250
24431,10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107761041,597.30,2013-01-16,482-2012-13-P11-250
24432,10002915,NEOPOST LTD,535300,Postage,5107764729,383.75,2013-01-16,543-2012-13-P11-250
24433,10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107764717,839.41,2013-01-16,394-2012-13-P11-250
24434,13000121,THAMES WATER UTILITIES LIMITED,510300,Water,1900016785,421.74,2013-01-16,523-2012-13-P11-250
24435,10022085,RBWM,544075,Grants to External Organisations,5107763136,17420.84,2013-01-16,95-2012-13-P11-250
24436,14001094,STEP AHEAD,502000,Agency Staff,5107758231,657.49,2013-01-16,454-2012-13-P11-250
24437,10004788,TRADE WINDS,540510,Publications & Publicity Material,5107772098,691.00,2013-01-16,446-2012-13-P11-250
24438,14001094,STEP AHEAD,502000,Agency Staff,5107750006,604.18,2013-01-16,476-2012-13-P11-250
24439,10020189,URBAN BEINGS LIMITED,542000,Management & Support Consultancy,5107772443,940.46,2013-01-16,371-2012-13-P11-250
24440,10021192,THE IRIS PROJECT,544075,Grants to External Organisations,5107768247,5000.00,2013-01-16,172-2012-13-P11-250
24441,15050001,UGO RONDINONE,542500,Miscellaneous Costs,1900016723,1000.00,2013-01-16,354-2012-13-P11-250
24442,10000101,URS INFRASTRUCTURE & ENVIRON LTD,542000,Management & Support Consultancy,5107692354,31635.00,2013-01-16,77-2012-13-P11-250
24443,11000115,SSE PLC,510100,Electricity,1900000519,354.60,2013-01-16,730-2012-13-P11-250
24444,10017123,THE PEACE ALLIANCE,544075,Grants to External Organisations,5107761080,3000.00,2013-01-16,204-2012-13-P11-250
24445,13000399,VOLKER FITZPATRICK LTD,550010,Contracted Services Buildings,5107766902,294769.74,2013-01-16,601-2012-13-P11-250
24446,10006303,SWETS INFORMATION SERVICES,533100,Publications & Periodicals,5107761981,293.20,2013-01-16,566-2012-13-P11-250
24447,10022416,SAVILLS (L&P) LTD,542060,Planning & Development Consultancy,5107772400,15000.00,2013-01-16,102-2012-13-P11-250
24448,10022708,CHANGE THE CONVERSATION LTD,540700,Public Affairs & Media Relations,5107772414,42000.00,2013-01-16,72-2012-13-P11-250
24449,10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107759949,742.10,2013-01-17,425-2012-13-P11-250
24450,10000758,HYDER CONSULTING (UK) LTD,542000,Management & Support Consultancy,5107772475,6599.00,2013-01-17,155-2012-13-P11-250
24451,10019298,ECIRCLE LTD,542000,Management & Support Consultancy,5107750543,500.00,2013-01-17,501-2012-13-P11-250
24452,10022518,JCT BUSINESS SOLUTIONS,540510,Publications & Publicity Material,5107746410,1750.00,2013-01-17,249-2012-13-P11-250
24453,15050001,EXPENSES PAID TO LONDON AMBASSDORS,520410,Business Fares,1900016709,907.20,2013-01-17,378-2012-13-P11-250
24454,10016835,ENTERPRISE PLANTS LTD,510000,Building Maintenance & Repairs,5107769307,549.25,2013-01-17,493-2012-13-P11-250
24455,14000545,MATCHTECH GROUP PLC,502000,Agency Staff,5107763099,1189.82,2013-01-17,304-2012-13-P11-250
24456,14000545,MATCHTECH GROUP PLC,502000,Agency Staff,5107772566,1100.00,2013-01-17,323-2012-13-P11-250
24457,14000545,MATCHTECH GROUP PLC,502000,Agency Staff,5107763095,1116.69,2013-01-17,314-2012-13-P11-250
24458,14000545,MATCHTECH GROUP PLC,502000,Agency Staff,5107772316,1100.00,2013-01-17,321-2012-13-P11-250
24459,14000545,MATCHTECH GROUP PLC,502000,Agency Staff,5107763101,717.15,2013-01-17,436-2012-13-P11-250
24460,14001094,STEP AHEAD,502000,Agency Staff,5107770043,399.83,2013-01-17,531-2012-13-P11-250
24461,13000367,VEOLIA ES (UK) PLC,510010,Property Management Fees,5107773242,588.00,2013-01-17,486-2012-13-P11-250
24462,14001120,MICHAEL PAGE INTERNATIONAL RECRUITM,502000,Agency Staff,5107761988,5000.00,2013-01-17,175-2012-13-P11-250
24463,14001120,MICHAEL PAGE INTERNATIONAL RECRUITM,502000,Agency Staff,5107761988,-3937.25,2013-01-17,596-2012-13-P11-250
24464,10004999,STEPHENSON HARWOOD,542300,Legal Fees,5107773285,428.00,2013-01-17,726-2012-13-P11-250
24465,13000367,VEOLIA ES (UK) PLC,510010,Property Management Fees,5107773240,404.00,2013-01-17,528-2012-13-P11-250
24466,12000113,ANALYSYS MASON,542000,Management & Support Consultancy,5107761177,11321.00,2013-01-18,118-2012-13-P11-250
24467,10017487,COLT,535250,Maintenance of Telecommunications Equipment,1900016731,1770.83,2013-01-18,248-2012-13-P11-250
24468,10015652,2CL COMMUNICATIONS LIMITED,530010,Equipment Repairs & Maintenance,5107697872,379.00,2013-01-18,545-2012-13-P11-250
24469,16001034,INST ON MUNICIPAL FIN & GOVERNANCE,542050,Research & Study Fees,5107769207,20000.00,2013-01-18,89-2012-13-P11-250
24470,11000026,ROYAL MAIL,535300,Postage,5107773243,560.70,2013-01-18,490-2012-13-P11-250
24471,13002584,WILLMOTT DIXON ENERGY SERVICES LTD,550010,Contracted Services Buildings,5107773656,16920.00,2013-01-18,96-2012-13-P11-250
24472,10022529,SPICERHAART ESTATE AGENTS LIMITED,510014,Estate agents fees,5107773737,4192.50,2013-01-18,669-2012-13-P11-250
24473,10022529,SPICERHAART ESTATE AGENTS LIMITED,510014,Estate agents fees,5107773728,4290.00,2013-01-18,668-2012-13-P11-250
24474,10022529,SPICERHAART ESTATE AGENTS LIMITED,510014,Estate agents fees,5107773735,4387.50,2013-01-18,665-2012-13-P11-250
24475,13002584,WILLMOTT DIXON ENERGY SERVICES LTD,550010,Contracted Services Buildings,5107773694,14359.75,2013-01-18,104-2012-13-P11-250
24476,10022529,SPICERHAART ESTATE AGENTS LIMITED,510014,Estate agents fees,5107773734,4387.50,2013-01-18,664-2012-13-P11-250
24477,10000063,VODAFONE CORPORATE LTD,535020,"Mobile Phone Line Rent, Calls & Equipment",5107773576,265.00,2013-01-18,578-2012-13-P11-250
24478,10021972,ROOFF LIMITED,550010,Contracted Services Buildings,5107774140,243598.00,2013-01-18,35-2012-13-P11-250
24479,13002584,WILLMOTT DIXON ENERGY SERVICES LTD,550010,Contracted Services Buildings,5107773657,24339.30,2013-01-18,86-2012-13-P11-250
24480,13002558,GOODMAN LOGISTICS DEVS (UK) LTD,542000,Management & Support Consultancy,5107769256,26187.82,2013-01-18,606-2012-13-P11-250
24481,10022529,SPICERHAART ESTATE AGENTS LIMITED,510014,Estate agents fees,5107773733,4387.50,2013-01-18,663-2012-13-P11-250
24482,13002584,WILLMOTT DIXON ENERGY SERVICES LTD,550010,Contracted Services Buildings,5107773659,8789.00,2013-01-18,135-2012-13-P11-250
24483,10013083,ROYAL SOCIETY OF ARTS,531010,Caterers Service Charges,5107769834,7590.00,2013-01-18,144-2012-13-P11-250
24484,10022529,SPICERHAART ESTATE AGENTS LIMITED,510014,Estate agents fees,5107773732,4387.50,2013-01-18,662-2012-13-P11-250
24485,10022529,SPICERHAART ESTATE AGENTS LIMITED,510014,Estate agents fees,5107773731,4875.00,2013-01-18,661-2012-13-P11-250
24486,10022529,SPICERHAART ESTATE AGENTS LIMITED,510014,Estate agents fees,5107773730,4875.00,2013-01-18,660-2012-13-P11-250
24487,10013083,ROYAL SOCIETY OF ARTS,531010,Caterers Service Charges,5107769834,-3810.00,2013-01-18,595-2012-13-P11-250
24488,10022529,SPICERHAART ESTATE AGENTS LIMITED,510014,Estate agents fees,5107773727,4875.00,2013-01-18,659-2012-13-P11-250
24489,10022577,SOUTHWARK REFUGEE COMMUNITIES FORUM,537100,External Meeting Room Hire & Expenses,5107773891,300.00,2013-01-18,563-2012-13-P11-250
24490,11000026,ROYAL MAIL,535300,Postage,5107773244,625.28,2013-01-18,470-2012-13-P11-250
24491,14000522,ADVANTAGE PROFESSIONAL UK LIMITED,502000,Agency Staff,5107768365,783.74,2013-01-21,411-2012-13-P11-250
24492,14000522,ADVANTAGE PROFESSIONAL UK LIMITED,502000,Agency Staff,5107768364,631.20,2013-01-21,468-2012-13-P11-250
24493,14000522,ADVANTAGE PROFESSIONAL UK LIMITED,502000,Agency Staff,5107768361,789.00,2013-01-21,407-2012-13-P11-250
24494,14000545,MATCHTECH GROUP PLC,502000,Agency Staff,5107772451,875.00,2013-01-21,387-2012-13-P11-250
24495,14000522,ADVANTAGE PROFESSIONAL UK LIMITED,502000,Agency Staff,5107768367,789.00,2013-01-21,408-2012-13-P11-250
24496,13002176,GBM SERVICES LTD,510700,Office Cleaning,5107772323,531.48,2013-01-21,496-2012-13-P11-250
24497,10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107764719,915.72,2013-01-21,375-2012-13-P11-250
24498,10004605,EHS BRANN LTD,540050,Marketing Services,5107765460,48000.00,2013-01-21,67-2012-13-P11-250
24499,14000522,ADVANTAGE PROFESSIONAL UK LIMITED,502000,Agency Staff,5107768383,789.00,2013-01-21,409-2012-13-P11-250
24500,14000545,MATCHTECH GROUP PLC,502000,Agency Staff,5107772327,875.00,2013-01-21,386-2012-13-P11-250
24501,13000063,EDF ENERGY,510100,Electricity,1900016792,7800.32,2013-01-21,142-2012-13-P11-250
24502,14000522,ADVANTAGE PROFESSIONAL UK LIMITED,502000,Agency Staff,5107768375,820.56,2013-01-21,396-2012-13-P11-250
24503,10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107767535,298.12,2013-01-21,565-2012-13-P11-250
24504,14000522,ADVANTAGE PROFESSIONAL UK LIMITED,502000,Agency Staff,5107768386,783.74,2013-01-21,412-2012-13-P11-250
24505,14000522,ADVANTAGE PROFESSIONAL UK LIMITED,502000,Agency Staff,5107768385,746.92,2013-01-21,419-2012-13-P11-250
24506,18000078,BERKELEY PARTNERSHIP HOMES LIMITED,544078,HSG Grants to Non-Registered Providers,1900016847,2062500.00,2013-01-21,15-2012-13-P11-250
24507,14000522,ADVANTAGE PROFESSIONAL UK LIMITED,502000,Agency Staff,5107768379,610.16,2013-01-21,473-2012-13-P11-250
24508,10014936,AMSTORE CD PRODUCTION LIMITED,533000,Printing,5107774924,352.50,2013-01-21,551-2012-13-P11-250
24509,10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107762764,1845.45,2013-01-21,243-2012-13-P11-250
24510,10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107762760,1845.45,2013-01-21,242-2012-13-P11-250
24511,10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107764004,744.80,2013-01-21,422-2012-13-P11-250
24512,14000522,ADVANTAGE PROFESSIONAL UK LIMITED,502000,Agency Staff,5107768373,810.04,2013-01-21,397-2012-13-P11-250
24513,14000545,MATCHTECH GROUP PLC,502000,Agency Staff,5107772337,500.00,2013-01-21,507-2012-13-P11-250
24514,10020320,LAND USE CONSULTANTS,542000,Management & Support Consultancy,5107774260,1640.00,2013-01-21,257-2012-13-P11-250
24515,10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107763992,799.20,2013-01-21,401-2012-13-P11-250
24516,18000024,METROPOLITAN HOUSING TRUST LIMITED,544076,HSG Grants to Registered Providers,1900000525,1000.00,2013-01-21,689-2012-13-P11-250
24517,13000063,EDF ENERGY,510100,Electricity,1900016791,24486.99,2013-01-21,85-2012-13-P11-250
24518,18000029,ESTUARY HOUSING ASSOCIATION LIMITED,544076,HSG Grants to Registered Providers,1900016845,42188.00,2013-01-21,71-2012-13-P11-250
24519,10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107764003,1410.94,2013-01-21,281-2012-13-P11-250
24520,14000545,MATCHTECH GROUP PLC,502000,Agency Staff,5107772456,500.00,2013-01-21,509-2012-13-P11-250
24521,10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107763981,705.90,2013-01-21,438-2012-13-P11-250
24522,10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107764005,703.39,2013-01-21,439-2012-13-P11-250
24523,10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107763982,1476.36,2013-01-21,279-2012-13-P11-250
24524,13002176,GBM SERVICES LTD,510700,Office Cleaning,5107772323,702.96,2013-01-21,440-2012-13-P11-250
24525,10016706,BUILDING RESEARCH EST. LTD (BRE),542000,Management & Support Consultancy,5107769767,10675.00,2013-01-21,120-2012-13-P11-250
24526,18000029,ESTUARY HOUSING ASSOCIATION LIMITED,544076,HSG Grants to Registered Providers,1900016846,442969.00,2013-01-21,29-2012-13-P11-250
24527,14000522,ADVANTAGE PROFESSIONAL UK LIMITED,502000,Agency Staff,5107768382,652.24,2013-01-21,457-2012-13-P11-250
24528,14000522,ADVANTAGE PROFESSIONAL UK LIMITED,502000,Agency Staff,5107768370,631.20,2013-01-21,469-2012-13-P11-250
24529,10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107763980,429.88,2013-01-21,521-2012-13-P11-250
24530,10020169,LONDON BOROUGH OF NEWHAM,544075,Grants to External Organisations,5107774929,1840716.00,2013-01-21,18-2012-13-P11-250
24531,10020470,RUSHMANS LTD,542355,Other Professional Fees,5107774359,3728.00,2013-01-21,191-2012-13-P11-250
24532,15050001,SATISH GREGORY-PUJJI,540100,Photography & Video,1900016830,500.00,2013-01-21,510-2012-13-P11-250
24533,10017232,NORLAND MANAGED SERVICES LIMITED,510000,Building Maintenance & Repairs,5107763091,43033.74,2013-01-21,70-2012-13-P11-250
24534,18000047,PADDINGTON CHURCHES HA LTD,544076,HSG Grants to Registered Providers,1900000526,25000.00,2013-01-21,607-2012-13-P11-250
24535,10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107763984,651.60,2013-01-21,460-2012-13-P11-250
24536,10004788,TRADE WINDS,540700,Public Affairs & Media Relations,5107772041,841.00,2013-01-21,393-2012-13-P11-250
24537,10011713,WORKPLACE LAW GROUP LTD,504200,Staff Training,5107764230,1359.15,2013-01-21,283-2012-13-P11-250
24538,10021943,W A FAIRHURST & PARTNERS,510052,Grounds Maintenance,5107769091,9713.46,2013-01-21,646-2012-13-P11-250
24539,10018022,W A FAIRHURST & PARTNERS,510000,Building Maintenance & Repairs,5107769086,4070.74,2013-01-21,670-2012-13-P11-250
24540,13000367,VEOLIA ES (UK) PLC,510010,Property Management Fees,5107773799,28882.99,2013-01-21,82-2012-13-P11-250
24541,10004788,TRADE WINDS,540700,Public Affairs & Media Relations,5107772052,-1044.00,2013-01-21,589-2012-13-P11-250
24542,10004788,TRADE WINDS,540700,Public Affairs & Media Relations,5107772052,2291.00,2013-01-21,225-2012-13-P11-250
24543,14001094,STEP AHEAD,502000,Agency Staff,5107761300,595.30,2013-01-21,483-2012-13-P11-250
24544,10002789,GVA GRIMLEY LTD,542000,Management & Support Consultancy,5107777562,6516.67,2013-01-22,653-2012-13-P11-250
24545,10004605,EHS BRANN LTD,540050,Marketing Services,5107768693,675.00,2013-01-22,448-2012-13-P11-250
24546,10004605,EHS BRANN LTD,540050,Marketing Services,5107768697,451.50,2013-01-22,513-2012-13-P11-250
24547,18000077,BARRATT DEVELOPMENTS PLC,544078,HSG Grants to Non-Registered Providers,1900000537,30000.00,2013-01-22,603-2012-13-P11-250
24548,10002789,GVA GRIMLEY LTD,542000,Management & Support Consultancy,5107777561,6516.67,2013-01-22,652-2012-13-P11-250
24549,10002789,GVA GRIMLEY LTD,542000,Management & Support Consultancy,5107777563,6516.67,2013-01-22,654-2012-13-P11-250
24550,10022543,COMBINED HEAT & POWER ASSOCIATION,542355,Other Professional Fees,5107775328,7100.00,2013-01-22,148-2012-13-P11-250
24551,10004605,EHS BRANN LTD,540050,Marketing Services,5107768694,7250.00,2013-01-22,145-2012-13-P11-250
24552,10015031,CREATIVE X LIMITED,540200,Marketing Design & Artwork,5107774482,999.50,2013-01-22,364-2012-13-P11-250
24553,10022014,MEANWHILE SPACE CIC,542002,Consultancy-Project Management,5107777765,250.00,2013-01-22,581-2012-13-P11-250
24554,12000810,ALLEN LANE FINANCIAL RECRUITMENT,502000,Agency Staff,5107772339,567.58,2013-01-22,725-2012-13-P11-250
24555,18000010,NOTTING HILL HOUSING TRUST,544076,HSG Grants to Registered Providers,1900000534,21000.00,2013-01-22,621-2012-13-P11-250
24556,10022429,QUOD (2010) LIMITED,542000,Management & Support Consultancy,5107775282,3640.00,2013-01-22,192-2012-13-P11-250
24557,18000044,ONE HOUSING GROUP,544076,HSG Grants to Registered Providers,1900016851,2749104.00,2013-01-22,14-2012-13-P11-250
24558,10022195,SOFTWIRE TECHNOLOGY LIMITED,542100,IT Consultancy,5107774251,625.00,2013-01-22,471-2012-13-P11-250
24559,10017016,LONDON SUSTAINABILITY EXCHANGE,544075,Grants to External Organisations,5107772263,10113.00,2013-01-22,125-2012-13-P11-250
24560,13000338,MALTAWARD (BARRIERS) LTD,510020,Security Equipment,5107774185,354.29,2013-01-22,731-2012-13-P11-250
24561,18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG Grants to Registered Providers,1900000535,1000.00,2013-01-22,707-2012-13-P11-250
24562,10022195,SOFTWIRE TECHNOLOGY LIMITED,542100,IT Consultancy,5107774257,375.00,2013-01-22,546-2012-13-P11-250
24563,18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG Grants to Registered Providers,1900000536,1000.00,2013-01-22,708-2012-13-P11-250
24564,10022429,QUOD (2010) LIMITED,542000,Management & Support Consultancy,5107775281,928.45,2013-01-22,373-2012-13-P11-250
24565,18000044,ONE HOUSING GROUP,544076,HSG Grants to Registered Providers,1900016850,3906000.00,2013-01-22,10-2012-13-P11-250
24566,10017088,STERIA,502000,Agency Staff,5107775388,1600.00,2013-01-22,267-2012-13-P11-250
24567,10017088,STERIA,502000,Agency Staff,5107775390,1600.00,2013-01-22,268-2012-13-P11-250
24568,10017088,STERIA,502000,Agency Staff,5107775386,1600.00,2013-01-22,266-2012-13-P11-250
24569,10017088,STERIA,502000,Agency Staff,5107775381,1600.00,2013-01-22,264-2012-13-P11-250
24570,10000318,UNIVERSITY COLLEGE LONDON,504200,Staff Training,5107775355,263.50,2013-01-22,579-2012-13-P11-250
24571,10017088,STERIA,502000,Agency Staff,5107775429,1600.00,2013-01-22,263-2012-13-P11-250
24572,10017088,STERIA,502000,Agency Staff,5107775395,1440.00,2013-01-22,280-2012-13-P11-250
24573,10021384,WESTMINSTER BOATING BASE,544075,Grants to External Organisations,5107757323,13200.00,2013-01-22,107-2012-13-P11-250
24574,15050001,TUE GREENFORT,542500,Miscellaneous Costs,1900016818,1000.00,2013-01-22,363-2012-13-P11-250
24575,10017088,STERIA,502000,Agency Staff,5107775427,1600.00,2013-01-22,262-2012-13-P11-250
